"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1862,2,110,157,59,8593,26225,7.77
"GET","categorypage",1865,1,57,111,27,11680,112391,7.78
"GET","homepage",1864,0,30,84,13,8701,8759,7.78
"POST","login",936,1,81,153,45,15652,9070,3.91
"GET","loginpage",936,0,28,48,13,1245,9653,3.91
"GET","logout",927,0,39,61,20,9998,8862,3.87
"GET","productpage",1863,1,86,131,48,9167,109139,7.77
"GET","profile",929,0,50,77,26,1517,9735,3.88
"None","Total",11182,5,68,109,13,15652,45866,46.66
