"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1927,97,130,180,200,290,360,490,700,10000
"GET categorypage",1937,48,64,82,90,110,170,290,660,3200
"GET homepage",1934,26,32,39,47,72,90,120,190,11000
"POST login",971,74,88,98,110,130,170,220,2500,2600
"GET loginpage",971,24,30,36,44,72,94,190,580,1000
"GET logout",963,34,42,53,66,91,100,130,190,8900
"GET productpage",1935,74,110,150,180,270,330,490,790,8900
"GET profile",964,41,56,74,82,100,130,230,1000,1700
"Total",11602,58,77,91,100,180,260,380,600,11000
