"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2043,2,79,130,39,7482,25695,8.54
"GET","categorypage",2044,0,43,73,20,2109,112333,8.54
"GET","homepage",2051,0,25,77,8,9423,8759,8.57
"POST","login",1026,0,71,149,31,10537,9080,4.29
"GET","loginpage",1029,0,22,41,8,1108,9653,4.30
"GET","logout",1021,0,31,60,12,10528,8862,4.27
"GET","productpage",2043,0,61,97,27,1982,106914,8.54
"GET","profile",1021,0,37,61,17,1471,9721,4.27
"None","Total",12278,2,50,89,8,10537,45342,51.30
