"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2074,80,97,110,140,200,280,410,670,16000
"GET categorypage",2077,45,55,71,82,100,130,210,370,1600
"GET homepage",2074,25,31,37,43,72,86,100,160,8200
"POST login",1041,73,85,95,100,130,170,260,830,4000
"GET loginpage",1041,23,28,33,38,64,87,120,840,900
"GET logout",1032,32,39,47,58,84,99,110,140,9100
"GET productpage",2074,64,80,95,110,180,270,400,800,2200
"GET profile",1033,38,47,61,73,94,110,200,310,1800
"Total",12446,52,68,80,88,120,180,280,490,16000
