"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2098,0,78,131,42,15118,25795,8.76
"GET","categorypage",2101,3,44,76,22,12407,112214,8.77
"GET","homepage",2102,0,24,68,10,8369,8758,8.77
"POST","login",1053,0,69,140,33,10931,9085,4.40
"GET","loginpage",1056,0,22,40,9,899,9653,4.41
"GET","logout",1046,0,30,38,15,287,8861,4.37
"GET","productpage",2101,0,64,93,30,2254,107066,8.77
"GET","profile",1047,2,36,55,19,1318,9686,4.37
"None","Total",12604,5,50,84,9,15118,45415,52.62
