"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1899,92,120,170,200,290,380,510,1300,7200
"GET categorypage",1903,47,60,77,89,120,200,300,1000,6900
"GET homepage",1897,26,32,38,44,73,90,120,170,8500
"POST login",953,72,84,96,110,150,200,280,2500,3000
"GET loginpage",953,24,30,36,43,72,100,480,790,11000
"GET logout",944,34,41,51,64,88,110,130,170,3500
"GET productpage",1900,73,100,140,180,250,330,480,830,15000
"GET profile",946,40,52,67,78,110,170,790,1300,3700
"Total",11395,57,75,89,100,180,270,410,800,15000
