"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1848,100,120,170,180,260,340,570,1400,7400
"GET categorypage",1853,56,68,83,93,120,180,300,920,4600
"GET homepage",1850,29,36,42,50,75,91,110,210,14000
"POST login",928,80,93,100,120,150,190,290,1300,12000
"GET loginpage",929,27,33,38,42,69,93,460,980,6100
"GET logout",921,38,47,62,71,93,110,130,190,14000
"GET productpage",1852,84,100,130,160,210,290,460,890,7500
"GET profile",923,48,61,76,85,110,150,210,770,7200
"Total",11104,66,84,95,100,170,220,380,890,14000
