"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2083,82,94,110,120,180,220,330,470,13000
"GET categorypage",2086,45,52,61,70,95,120,200,320,3500
"GET homepage",2082,25,30,33,36,53,72,96,120,12000
"POST login",1045,69,78,86,93,120,160,200,2700,14000
"GET loginpage",1045,22,27,32,35,53,78,110,670,11000
"GET logout",1037,31,37,42,47,73,91,120,160,10000
"GET productpage",2085,65,76,90,100,140,190,310,610,2100
"GET profile",1038,39,48,55,63,89,110,200,590,5300
"Total",12501,52,67,76,83,110,160,240,410,14000
