"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2019,4,81,139,25,15969,26081,8.45
"GET","categorypage",2023,0,44,77,20,8607,111203,8.47
"GET","homepage",2024,2,25,83,8,12380,8748,8.47
"POST","login",1015,0,70,113,32,15329,9086,4.25
"GET","loginpage",1017,1,23,41,9,825,9643,4.26
"GET","logout",1007,1,33,72,14,14979,8850,4.21
"GET","productpage",2021,1,64,107,28,2750,107953,8.46
"GET","profile",1008,0,39,63,18,1446,9738,4.22
"None","Total",12134,9,53,92,8,15969,45431,50.78
