"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2108,1,83,127,41,13810,26146,8.80
"GET","categorypage",2111,1,46,82,21,7944,112649,8.81
"GET","homepage",2112,1,25,67,9,7646,8754,8.82
"POST","login",1059,0,71,104,34,2550,9080,4.42
"GET","loginpage",1060,0,23,37,9,695,9653,4.43
"GET","logout",1052,0,32,40,15,215,8861,4.39
"GET","productpage",2109,1,66,100,31,6485,109194,8.81
"GET","profile",1053,0,39,62,19,1801,9743,4.40
"None","Total",12664,4,53,83,9,13810,45888,52.87
