"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1888,3,96,167,49,16108,26117,7.89
"GET","categorypage",1890,0,51,93,23,8710,112168,7.89
"GET","homepage",1888,0,27,87,10,14641,8759,7.89
"POST","login",945,0,78,125,41,13098,9087,3.95
"GET","loginpage",945,0,26,67,9,14081,9653,3.95
"GET","logout",941,0,36,61,16,14816,8862,3.93
"GET","productpage",1889,0,77,119,33,5431,108977,7.89
"GET","profile",942,0,43,83,17,15803,9750,3.93
"None","Total",11328,3,61,106,9,16108,45810,47.32
