"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1818,2,95,171,41,14459,25856,7.60
"GET","categorypage",1827,1,52,116,22,12389,111937,7.64
"GET","homepage",1826,1,29,90,10,9028,8754,7.63
"POST","login",917,0,78,136,36,6938,9080,3.83
"GET","loginpage",918,0,27,51,10,1087,9653,3.84
"GET","logout",908,0,35,66,15,11806,8862,3.80
"GET","productpage",1826,0,77,136,32,11220,107222,7.63
"GET","profile",908,1,43,82,16,1858,9698,3.80
"None","Total",10948,5,61,113,10,14459,45426,45.77
