"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2025,79,92,110,120,190,270,410,900,14000
"GET categorypage",2027,44,53,62,73,100,140,290,480,6500
"GET homepage",2030,25,30,34,38,58,83,100,120,10000
"POST login",1016,70,82,92,99,120,170,250,4100,7400
"GET loginpage",1018,23,28,32,35,55,78,110,680,7800
"GET logout",1012,31,38,44,52,80,100,120,160,7200
"GET productpage",2026,63,75,90,100,160,220,390,710,2500
"GET profile",1012,38,45,53,62,87,110,210,900,1400
"Total",12166,51,66,76,84,110,170,290,580,14000
