"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1958,1,87,134,38,9582,25718,8.18
"GET","categorypage",1961,3,47,86,20,11655,111053,8.19
"GET","homepage",1965,1,26,81,10,12973,8754,8.21
"POST","login",983,0,73,133,34,11664,9080,4.11
"GET","loginpage",984,0,24,46,10,981,9653,4.11
"GET","logout",979,0,33,60,14,7261,8862,4.09
"GET","productpage",1961,1,70,119,30,15596,106167,8.19
"GET","profile",980,0,41,96,16,15340,9720,4.09
"None","Total",11771,6,56,98,10,15596,45039,49.18
