"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1496,81,97,120,140,200,280,440,900,11000
"GET categorypage",1511,44,55,71,83,120,200,710,1800,18000
"GET homepage",1514,25,31,37,43,75,98,150,4900,39000
"POST login",759,71,82,92,100,140,190,500,6800,7700
"GET loginpage",759,23,28,33,38,75,110,650,1300,1500
"GET logout",752,32,40,47,55,88,110,160,260,20000
"GET productpage",1510,66,82,100,120,190,320,540,950,21000
"GET profile",752,39,49,64,75,110,160,480,1400,7300
"Total",9053,53,69,81,91,140,200,460,1300,39000
