"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2046,0,80,129,35,11576,25828,8.56
"GET","categorypage",2052,3,44,82,19,9330,111835,8.58
"GET","homepage",2049,9,25,64,8,13642,8721,8.57
"POST","login",1028,0,69,105,33,2948,9080,4.30
"GET","loginpage",1028,0,22,54,9,2651,9653,4.30
"GET","logout",1020,2,31,47,14,6944,8846,4.27
"GET","productpage",2048,4,63,128,27,11230,106786,8.56
"GET","profile",1022,3,38,59,18,1692,9696,4.27
"None","Total",12293,21,50,89,8,13642,45317,51.40
