"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1708,120,180,220,260,360,480,700,1100,14000
"GET categorypage",1712,63,83,97,110,160,220,380,480,14000
"GET homepage",1707,31,38,47,56,83,100,170,210,13000
"POST login",857,86,100,110,120,180,240,470,3800,16000
"GET loginpage",857,31,38,44,54,81,110,260,940,1000
"GET logout",849,41,56,71,82,98,110,180,200,360
"GET productpage",1708,99,140,190,210,310,400,610,860,2000
"GET profile",850,53,72,86,94,130,190,410,1100,2000
"Total",10248,71,92,110,130,210,310,490,880,16000
