"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1742,110,180,210,250,370,490,620,980,14000
"GET categorypage",1747,54,78,92,100,130,200,300,1200,11000
"GET homepage",1750,28,36,51,63,81,96,160,210,17000
"POST login",878,81,100,110,130,170,200,280,3200,6900
"GET loginpage",878,26,33,41,52,81,98,310,680,1300
"GET logout",870,36,50,66,77,96,110,150,210,17000
"GET productpage",1746,88,140,190,220,320,410,540,660,15000
"GET profile",870,45,72,83,91,120,200,300,1500,5200
"Total",10481,64,86,100,120,200,310,490,700,17000
