"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1968,78,97,130,160,220,300,530,820,12000
"GET categorypage",1969,45,55,71,84,120,200,310,1100,8600
"GET homepage",1971,25,31,36,42,73,95,140,190,8800
"POST login",988,70,82,94,100,140,180,270,3900,13000
"GET loginpage",989,23,28,34,41,70,100,250,480,3600
"GET logout",980,32,39,48,57,88,110,150,200,7700
"GET productpage",1971,63,77,100,110,200,320,670,970,2300
"GET profile",981,38,48,65,76,110,160,210,350,6400
"Total",11817,52,68,79,90,140,210,360,710,13000
