"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1847,99,150,190,210,300,390,500,620,10000
"GET categorypage",1851,50,63,81,89,110,190,290,1100,14000
"GET homepage",1851,28,34,41,48,73,89,140,190,8200
"POST login",929,77,93,110,110,160,190,270,2700,5900
"GET loginpage",929,25,31,37,41,73,100,470,600,1300
"GET logout",920,35,44,56,64,91,110,130,180,12000
"GET productpage",1848,75,110,170,190,270,370,560,700,13000
"GET profile",921,42,57,77,87,110,160,280,800,8300
"Total",11096,59,79,93,110,190,280,410,620,14000
