"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1719,110,160,220,270,380,500,700,880,16000
"GET categorypage",1722,59,77,94,110,170,210,380,1100,15000
"GET homepage",1722,32,39,50,62,83,97,180,300,8700
"POST login",864,83,97,110,120,170,210,300,3200,7600
"GET loginpage",864,29,34,44,54,85,100,560,770,14000
"GET logout",858,40,50,59,72,98,120,180,200,260
"GET productpage",1719,87,130,180,210,320,420,670,790,1700
"GET profile",858,51,67,81,90,120,190,670,1000,7500
"Total",10326,69,89,100,120,210,320,520,800,16000
