"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1855,85,100,130,150,210,300,530,790,14000
"GET categorypage",1856,47,57,69,82,110,180,300,1200,9800
"GET homepage",1857,26,32,36,41,72,86,110,160,11000
"POST login",929,73,83,94,100,140,190,240,1300,15000
"GET loginpage",932,23,29,34,38,66,86,250,770,7900
"GET logout",924,34,41,50,61,90,100,120,160,14000
"GET productpage",1856,68,84,100,120,190,280,620,1400,2200
"GET profile",924,41,52,69,79,100,160,490,980,14000
"Total",11133,56,72,83,92,130,200,390,810,15000
