"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2080,8,83,113,43,8866,25576,8.69
"GET","categorypage",2082,0,46,79,20,9841,112751,8.70
"GET","homepage",2085,9,25,54,10,6992,8721,8.71
"POST","login",1043,0,72,137,33,12858,9080,4.36
"GET","loginpage",1044,0,22,55,9,4688,9653,4.36
"GET","logout",1038,1,33,64,16,14284,8852,4.34
"GET","productpage",2081,1,66,102,29,9264,107295,8.69
"GET","profile",1039,1,39,76,18,7866,9706,4.34
"None","Total",12492,20,52,86,9,14284,45488,52.19
