"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1958,87,110,140,160,210,290,400,690,9600
"GET categorypage",1961,47,60,77,88,110,150,230,450,12000
"GET homepage",1965,26,32,37,45,71,85,98,130,13000
"POST login",983,73,84,97,110,140,170,220,3100,12000
"GET loginpage",984,24,29,34,38,65,93,390,890,980
"GET logout",979,33,42,53,64,93,110,130,170,7300
"GET productpage",1961,70,89,110,120,190,280,480,680,16000
"GET profile",980,41,52,69,81,100,120,220,820,15000
"Total",11771,56,72,85,94,130,190,320,600,16000
