"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1892,100,120,160,170,220,300,480,790,8000
"GET categorypage",1897,56,66,78,86,110,180,300,590,8000
"GET homepage",1892,30,36,41,46,71,89,110,160,8700
"POST login",950,80,90,100,110,140,180,270,1300,9700
"GET loginpage",950,27,33,37,42,71,94,500,1000,1200
"GET logout",941,39,46,55,64,90,100,120,170,5700
"GET productpage",1896,83,99,110,130,200,300,580,790,8900
"GET profile",942,48,58,70,80,100,170,290,780,11000
"Total",11360,64,82,94,100,150,210,370,680,11000
