"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2046,80,95,110,130,190,250,420,610,12000
"GET categorypage",2052,44,53,62,72,97,130,220,930,9300
"GET homepage",2049,25,31,35,38,58,79,100,170,14000
"POST login",1028,69,79,88,96,120,160,200,270,2900
"GET loginpage",1028,22,27,31,34,52,75,160,790,2700
"GET logout",1020,31,37,44,50,77,96,120,150,6900
"GET productpage",2048,63,77,92,100,160,210,400,780,11000
"GET profile",1022,39,47,59,68,93,110,210,300,1700
"Total",12293,50,65,76,84,110,170,280,580,14000
