"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1957,0,88,143,38,11212,25837,8.17
"GET","categorypage",1961,0,49,87,21,5173,113488,8.19
"GET","homepage",1963,3,27,80,9,9362,8745,8.20
"POST","login",984,0,73,121,32,6279,9086,4.11
"GET","loginpage",986,0,24,50,9,5520,9653,4.12
"GET","logout",977,0,34,78,14,11112,8860,4.08
"GET","productpage",1959,0,71,118,33,2043,108359,8.18
"GET","profile",977,1,41,73,12,5908,9699,4.08
"None","Total",11764,4,56,98,9,11212,45830,49.13
