"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1892,0,100,159,46,8031,25758,7.91
"GET","categorypage",1897,0,56,90,20,7954,111222,7.93
"GET","homepage",1892,1,30,84,10,8733,8754,7.91
"POST","login",950,0,80,145,37,9674,9083,3.97
"GET","loginpage",950,0,27,52,9,1157,9653,3.97
"GET","logout",941,0,39,54,16,5667,8861,3.93
"GET","productpage",1896,1,83,130,30,8926,106421,7.92
"GET","profile",942,0,48,84,20,10516,9698,3.94
"None","Total",11360,2,64,105,9,10516,45187,47.48
