"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2119,77,93,110,120,180,210,370,580,4900
"GET categorypage",2123,43,52,64,74,95,110,200,540,5600
"GET homepage",2123,25,30,35,39,57,75,94,110,8500
"POST login",1064,71,83,92,99,110,140,210,4400,15000
"GET loginpage",1065,22,27,31,34,52,73,94,850,15000
"GET logout",1057,30,37,43,48,74,89,110,120,180
"GET productpage",2120,61,76,93,100,140,190,280,570,2400
"GET profile",1058,36,45,57,68,90,110,190,500,1400
"Total",12729,49,64,75,83,110,160,220,490,15000
