"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1991,89,100,120,140,190,260,410,1000,9800
"GET categorypage",2002,47,58,70,79,99,130,220,480,7100
"GET homepage",1997,25,31,36,40,63,82,120,190,11000
"POST login",1001,73,82,90,96,120,170,270,2800,13000
"GET loginpage",1003,24,29,34,38,61,92,460,560,1200
"GET logout",994,34,41,49,57,82,100,120,160,5200
"GET productpage",1999,72,87,100,110,170,220,530,830,9800
"GET profile",994,41,51,61,72,96,120,260,770,9500
"Total",11981,56,72,83,91,120,180,290,630,13000
