"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1999,83,99,120,140,200,280,410,1100,8000
"GET categorypage",2002,45,57,71,81,100,160,290,780,8100
"GET homepage",2002,26,32,37,43,70,86,110,130,7800
"POST login",1005,73,84,94,100,140,180,270,3200,11000
"GET loginpage",1005,24,28,33,38,70,100,540,710,1000
"GET logout",997,33,41,48,59,87,100,120,190,13000
"GET productpage",2000,64,83,100,110,180,240,400,770,8800
"GET profile",1000,42,54,68,77,98,130,200,800,1600
"Total",12010,54,70,82,90,120,190,310,610,13000
