"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2119,0,77,107,35,4890,26286,8.84
"GET","categorypage",2123,0,43,68,17,5597,113461,8.86
"GET","homepage",2123,0,25,71,9,8491,8758,8.86
"POST","login",1064,1,71,160,30,15105,9071,4.44
"GET","loginpage",1065,0,22,50,9,15252,9653,4.45
"GET","logout",1057,0,30,38,13,184,8860,4.41
"GET","productpage",2120,1,61,93,27,2404,110419,8.85
"GET","profile",1058,0,36,56,16,1424,9750,4.42
"None","Total",12729,2,49,82,9,15252,46262,53.13
