Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-30 18:34:30,61.4,2802.53,7940.33,39.2,17.72,484.58,294.15
2025-07-30 18:34:31,52.8,2824.09,7940.33,39.5,17.72,4030.55,2700.66
2025-07-30 18:34:32,52.6,2780.39,7940.33,38.9,17.72,9719.63,6896.47
2025-07-30 18:34:33,32.1,2778.78,7940.33,38.9,17.72,12338.64,9243.77
2025-07-30 18:34:34,40.3,2783.11,7940.33,39.0,17.72,15915.56,12164.81
2025-07-30 18:34:35,22.2,2779.89,7940.33,38.9,17.72,16876.77,12806.2
2025-07-30 18:34:36,35.3,2779.51,7940.33,38.9,17.72,20512.41,16023.86
2025-07-30 18:34:37,23.6,2779.49,7940.33,38.9,17.72,22322.92,17280.81
2025-07-30 18:34:38,37.4,2781.39,7940.33,38.9,17.72,27731.04,21018.0
2025-07-30 18:34:39,9.8,2779.82,7940.33,38.9,17.72,27910.07,21177.0
2025-07-30 18:34:40,6.5,2778.41,7940.33,38.9,17.72,28042.23,21277.43
2025-07-30 18:34:41,30.3,2777.69,7940.33,38.9,17.72,31422.51,24589.49
2025-07-30 18:34:42,5.7,2776.91,7940.33,38.9,17.72,31541.72,24675.87
2025-07-30 18:34:43,8.0,2777.14,7940.33,38.9,17.72,31732.95,24803.14
2025-07-30 18:34:44,19.0,2777.36,7940.33,38.9,17.72,33444.87,26483.08
2025-07-30 18:34:45,17.1,2777.57,7940.33,38.9,17.72,35145.57,28151.08
2025-07-30 18:34:46,7.3,2777.8,7940.33,38.9,17.72,35352.4,28295.07
2025-07-30 18:34:47,15.8,2777.77,7940.33,38.9,17.72,37261.49,30170.25
2025-07-30 18:34:48,10.2,2777.77,7940.33,38.9,17.72,37399.52,30275.31
2025-07-30 18:34:49,13.7,2777.36,7940.33,38.9,17.72,38380.91,31193.85
2025-07-30 18:34:50,5.9,2777.35,7940.33,38.9,17.72,38504.4,31285.42
2025-07-30 18:34:51,5.4,2776.3,7940.33,38.9,17.72,38681.78,31429.82
2025-07-30 18:34:52,5.9,2776.29,7940.33,38.9,17.72,38874.04,31559.5
2025-07-30 18:34:53,7.7,2776.28,7940.33,38.9,17.72,38983.01,31654.6
2025-07-30 18:34:54,11.7,2780.91,7940.33,38.9,17.72,39122.29,31761.34
2025-07-30 18:34:55,10.0,2780.91,7940.33,38.9,17.72,39302.2,31877.49
2025-07-30 18:34:56,15.6,2775.6,7940.33,38.9,17.72,40234.47,32778.37
2025-07-30 18:34:57,11.6,2779.36,7940.33,38.9,17.72,40434.0,32913.75
2025-07-30 18:34:58,8.5,2779.05,7940.33,38.9,17.72,40557.54,33005.57
2025-07-30 18:34:59,9.5,2780.04,7940.33,38.9,17.72,40672.85,33087.39
2025-07-30 18:35:00,7.5,2780.01,7940.33,38.9,17.72,40881.48,33232.97
