Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-30 18:27:36,53.2,2800.86,7940.33,39.2,17.72,1682.5,1406.07
2025-07-30 18:27:37,49.9,2816.77,7940.33,39.4,17.72,4651.15,3376.81
2025-07-30 18:27:38,36.1,2811.75,7940.33,39.3,17.72,8452.91,6708.77
2025-07-30 18:27:39,33.4,2802.12,7940.33,39.2,17.72,10305.38,8187.66
2025-07-30 18:27:40,19.5,2800.79,7940.33,39.2,17.72,11113.69,8796.96
2025-07-30 18:27:41,22.5,2796.79,7940.33,39.1,17.72,12654.7,10180.23
2025-07-30 18:27:42,28.8,2790.57,7940.33,39.1,17.72,15674.74,13077.05
2025-07-30 18:27:43,21.3,2787.21,7940.33,39.0,17.72,17139.26,14074.26
2025-07-30 18:27:44,21.4,2783.21,7940.33,39.0,17.72,19015.81,15665.18
2025-07-30 18:27:45,19.1,2770.46,7940.33,38.8,17.72,20840.69,17159.13
2025-07-30 18:27:46,10.6,2766.1,7940.33,38.7,17.72,21662.29,17977.98
2025-07-30 18:27:47,7.0,2763.67,7940.33,38.7,17.72,21851.35,18113.84
2025-07-30 18:27:48,9.0,2770.09,7940.33,38.8,17.72,21967.35,18200.67
2025-07-30 18:27:49,8.7,2767.94,7940.33,38.8,17.72,22091.17,18296.71
2025-07-30 18:27:50,8.5,2761.27,7940.33,38.7,17.72,22349.79,18497.29
2025-07-30 18:27:51,5.2,2761.49,7940.33,38.7,17.72,22468.18,18586.68
2025-07-30 18:27:52,5.9,2756.75,7940.33,38.6,17.72,22575.49,18683.94
2025-07-30 18:27:53,8.7,2756.73,7940.33,38.6,17.72,22762.32,18817.71
2025-07-30 18:27:54,10.6,2757.45,7940.33,38.6,17.72,23660.39,19688.43
2025-07-30 18:27:55,5.9,2757.45,7940.33,38.6,17.72,23796.64,19786.5
2025-07-30 18:27:56,7.2,2757.43,7940.33,38.6,17.72,23963.72,19900.24
2025-07-30 18:27:57,6.2,2757.43,7940.33,38.6,17.72,24082.12,19991.16
2025-07-30 18:27:58,7.0,2757.41,7940.33,38.6,17.72,24202.25,20081.61
2025-07-30 18:27:59,6.5,2757.41,7940.33,38.6,17.72,24391.81,20218.11
2025-07-30 18:28:00,29.5,2758.01,7940.33,38.6,17.72,27598.23,23424.18
2025-07-30 18:28:02,14.3,2758.22,7940.33,38.6,17.72,29230.08,25055.64
2025-07-30 18:28:03,4.1,2758.22,7940.33,38.6,17.72,29250.3,25074.59
2025-07-30 18:28:04,11.9,2758.22,7940.33,38.6,17.72,30835.8,26659.91
2025-07-30 18:28:05,17.1,2758.21,7940.33,38.6,17.72,32519.45,28340.86
2025-07-30 18:28:06,7.5,2758.21,7940.33,38.6,17.72,32605.74,28408.94
2025-07-30 18:28:07,12.7,2758.43,7940.33,38.7,17.72,33555.13,29305.34
