Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-31 09:18:45,50.5,2883.66,7940.33,40.2,17.73,497.3,280.09
2025-07-31 09:18:46,50.9,2908.07,7940.33,40.5,17.73,2579.51,2029.27
2025-07-31 09:18:47,62.0,2902.68,7940.33,40.5,17.73,9421.36,7008.73
2025-07-31 09:18:48,57.0,2895.29,7940.33,40.4,17.73,14400.56,10576.19
2025-07-31 09:18:49,34.4,2897.17,7940.33,40.4,17.73,16022.02,11635.14
2025-07-31 09:18:50,39.4,2895.28,7940.33,40.4,17.73,19227.78,13995.13
2025-07-31 09:18:51,33.5,2886.63,7940.33,40.3,17.73,22747.44,17133.56
2025-07-31 09:18:52,29.3,2882.4,7940.33,40.2,17.73,24125.94,18034.17
2025-07-31 09:18:53,26.8,2876.29,7940.33,40.1,17.73,25340.67,18778.6
2025-07-31 09:18:54,32.9,2870.28,7940.33,40.1,17.73,26710.58,19727.71
2025-07-31 09:18:55,51.0,2862.11,7940.33,40.0,17.73,33184.7,23724.97
2025-07-31 09:18:56,52.1,2858.04,7940.33,39.9,17.73,40872.92,28349.95
2025-07-31 09:18:57,29.9,2855.54,7940.33,39.9,17.73,42372.45,29376.0
2025-07-31 09:18:58,21.6,2848.64,7940.33,39.8,17.73,43665.91,30187.91
2025-07-31 09:18:59,8.9,2847.21,7940.33,39.8,17.73,43767.67,30278.45
2025-07-31 09:19:00,18.7,2849.94,7940.33,39.8,17.73,45777.82,32223.47
2025-07-31 09:19:01,7.7,2848.53,7940.33,39.8,17.73,45894.13,32303.72
2025-07-31 09:19:02,11.2,2854.62,7940.33,39.9,17.73,46741.14,33120.65
2025-07-31 09:19:03,13.0,2858.79,7940.33,39.9,17.73,47799.71,34121.52
2025-07-31 09:19:04,12.9,2855.66,7940.33,39.9,17.73,48167.38,34369.18
2025-07-31 09:19:05,29.8,2862.73,7940.33,40.0,17.73,50825.25,36923.92
2025-07-31 09:19:06,11.2,2864.29,7940.33,40.0,17.73,51151.01,37156.98
2025-07-31 09:19:07,4.4,2864.27,7940.33,40.0,17.73,51247.2,37223.77
2025-07-31 09:19:08,5.7,2864.27,7940.33,40.0,17.73,51368.44,37317.04
2025-07-31 09:19:09,7.2,2864.44,7940.33,40.0,17.73,51613.46,37508.5
2025-07-31 09:19:10,9.0,2863.77,7940.33,40.0,17.73,52396.59,38263.97
2025-07-31 09:19:11,18.6,2864.79,7940.33,40.0,17.73,54243.65,40081.75
2025-07-31 09:19:12,18.8,2865.23,7940.33,40.0,17.73,55953.63,41764.52
2025-07-31 09:19:13,6.4,2864.92,7940.33,40.0,17.73,56125.7,41883.57
2025-07-31 09:19:14,20.5,2868.46,7940.33,40.0,17.73,57848.91,43576.9
2025-07-31 09:19:15,5.9,2868.46,7940.33,40.0,17.73,57943.85,43645.48
