Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-30 18:22:36,54.4,2765.48,7940.33,38.7,17.72,1608.21,1326.11
2025-07-30 18:22:37,49.5,2784.67,7940.33,39.0,17.72,5498.79,4769.22
2025-07-30 18:22:38,22.0,2784.64,7940.33,39.0,17.72,6414.36,5381.75
2025-07-30 18:22:39,11.0,2783.73,7940.33,39.0,17.72,6592.78,5557.63
2025-07-30 18:22:40,27.9,2781.53,7940.33,38.9,17.72,9375.05,8287.71
2025-07-30 18:22:41,19.2,2779.64,7940.33,38.9,17.72,10756.64,9545.78
2025-07-30 18:22:42,19.8,2777.99,7940.33,38.9,17.72,11550.08,10169.62
2025-07-30 18:22:43,24.0,2775.8,7940.33,38.9,17.72,13826.94,12360.99
2025-07-30 18:22:44,15.5,2758.5,7940.33,38.7,17.72,14339.53,12765.27
2025-07-30 18:22:45,15.2,2753.53,7940.33,38.6,17.72,15524.48,13818.23
2025-07-30 18:22:46,4.6,2749.48,7940.33,38.5,17.72,15622.18,13885.06
2025-07-30 18:22:47,5.1,2744.91,7940.33,38.5,17.72,15644.91,13907.66
2025-07-30 18:22:48,4.6,2742.49,7940.33,38.5,17.72,15672.57,13934.77
2025-07-30 18:22:49,9.3,2741.69,7940.33,38.4,17.72,15704.19,13966.2
2025-07-30 18:22:50,5.4,2738.25,7940.33,38.4,17.72,15808.04,14069.08
2025-07-30 18:22:51,3.3,2736.38,7940.33,38.4,17.72,15825.02,14086.13
2025-07-30 18:22:52,10.3,2734.61,7940.33,38.4,17.72,16655.31,14915.01
2025-07-30 18:22:53,6.1,2725.49,7940.33,38.2,17.72,16687.43,14966.66
2025-07-30 18:22:54,7.5,2725.07,7940.33,38.2,17.72,16732.91,15009.71
2025-07-30 18:22:55,6.4,2725.07,7940.33,38.2,17.72,16761.45,15037.86
2025-07-30 18:22:56,4.1,2725.07,7940.33,38.2,17.72,16782.88,15059.1
2025-07-30 18:22:57,4.3,2725.07,7940.33,38.2,17.72,16804.74,15080.83
2025-07-30 18:22:58,17.7,2727.22,7940.33,38.3,17.72,18371.27,16641.09
2025-07-30 18:22:59,22.3,2727.22,7940.33,38.3,17.72,20983.19,19170.4
2025-07-30 18:23:00,9.8,2727.22,7940.33,38.3,17.72,21959.14,20128.38
2025-07-30 18:23:01,4.6,2727.22,7940.33,38.3,17.72,21985.13,20153.61
2025-07-30 18:23:02,20.8,2728.41,7940.33,38.3,17.72,24410.95,22578.08
2025-07-30 18:23:03,4.6,2728.41,7940.33,38.3,17.72,24439.08,22606.22
2025-07-30 18:23:04,11.3,2728.65,7940.33,38.3,17.72,25299.7,23464.51
2025-07-30 18:23:05,13.8,2730.37,7940.33,38.3,17.72,26120.35,24284.89
2025-07-30 18:23:06,4.9,2730.37,7940.33,38.3,17.72,26147.44,24311.79
