Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-30 18:29:21,50.1,2756.55,7940.33,38.6,17.72,923.06,644.59
2025-07-30 18:29:22,50.0,2805.33,7940.33,39.2,17.72,3093.94,2123.67
2025-07-30 18:29:23,36.7,2784.75,7940.33,39.0,17.72,5472.81,3665.88
2025-07-30 18:29:24,30.0,2786.3,7940.33,39.0,17.72,6785.48,4532.62
2025-07-30 18:29:25,22.3,2784.25,7940.33,39.0,17.72,8194.84,5835.22
2025-07-30 18:29:26,15.5,2779.51,7940.33,38.9,17.72,8739.16,6276.43
2025-07-30 18:29:27,14.0,2773.45,7940.33,38.8,17.72,9128.76,6592.76
2025-07-30 18:29:28,16.6,2771.5,7940.33,38.8,17.72,9742.22,7081.73
2025-07-30 18:29:29,19.2,2768.85,7940.33,38.8,17.72,11282.45,8087.54
2025-07-30 18:29:30,16.5,2766.67,7940.33,38.8,17.72,12760.0,9048.46
2025-07-30 18:29:31,27.4,2740.56,7940.33,38.4,17.72,16059.0,12317.07
2025-07-30 18:29:32,15.9,2748.41,7940.33,38.5,17.72,17776.82,14002.11
2025-07-30 18:29:33,6.2,2748.39,7940.33,38.5,17.72,17968.15,14129.59
2025-07-30 18:29:34,12.5,2753.77,7940.33,38.6,17.72,19122.03,15251.52
2025-07-30 18:29:35,21.2,2763.29,7940.33,38.7,17.72,20591.68,16688.17
2025-07-30 18:29:36,6.7,2757.54,7940.33,38.6,17.72,20786.41,16820.46
2025-07-30 18:29:37,10.6,2755.8,7940.33,38.6,17.72,21688.55,17690.59
2025-07-30 18:29:38,7.2,2756.0,7940.33,38.6,17.72,21815.71,17785.18
2025-07-30 18:29:39,21.9,2752.95,7940.33,38.6,17.72,24261.96,20167.92
2025-07-30 18:29:40,13.7,2753.1,7940.33,38.6,17.72,25323.91,21196.72
2025-07-30 18:29:41,4.6,2753.08,7940.33,38.6,17.72,25426.09,21266.87
2025-07-30 18:29:42,14.2,2750.73,7940.33,38.6,17.72,26421.02,22198.58
2025-07-30 18:29:43,24.3,2741.13,7940.33,38.4,17.72,28926.64,24670.88
2025-07-30 18:29:44,5.2,2740.2,7940.33,38.4,17.72,29039.48,24752.37
2025-07-30 18:29:45,4.3,2740.43,7940.33,38.4,17.72,29051.29,24764.06
2025-07-30 18:29:46,15.5,2739.21,7940.33,38.4,17.72,30888.29,26598.5
2025-07-30 18:29:47,13.4,2739.39,7940.33,38.4,17.72,31709.91,27419.52
2025-07-30 18:29:48,5.6,2739.39,7940.33,38.4,17.72,31748.15,27457.7
2025-07-30 18:29:49,8.2,2762.32,7940.33,38.7,17.72,31764.2,27473.32
2025-07-30 18:29:50,4.6,2762.24,7940.33,38.7,17.72,31804.25,27513.2
2025-07-30 18:29:51,3.6,2762.46,7940.33,38.7,17.72,31892.16,27600.98
