Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-30 18:25:53,49.1,2751.74,7940.33,38.6,17.72,1455.18,1401.98
2025-07-30 18:25:54,50.9,2765.11,7940.33,38.7,17.72,3995.43,3201.63
2025-07-30 18:25:55,30.6,2768.49,7940.33,38.8,17.72,5635.01,4304.04
2025-07-30 18:25:56,29.4,2767.0,7940.33,38.8,17.72,6763.95,5063.62
2025-07-30 18:25:57,27.9,2735.87,7940.33,38.4,17.72,7682.34,5786.3
2025-07-30 18:25:58,17.5,2736.32,7940.33,38.4,17.72,8264.39,6281.04
2025-07-30 18:25:59,21.0,2730.59,7940.33,38.3,17.72,9778.64,7643.89
2025-07-30 18:26:00,32.4,2728.13,7940.33,38.3,17.72,13085.43,10736.12
2025-07-30 18:26:01,29.2,2722.2,7940.33,38.2,17.72,16627.87,13655.97
2025-07-30 18:26:02,12.6,2717.42,7940.33,38.1,17.72,17018.79,13916.93
2025-07-30 18:26:03,20.6,2714.89,7940.33,38.1,17.72,19390.88,15646.81
2025-07-30 18:26:04,10.9,2714.89,7940.33,38.1,17.72,20295.99,16519.93
2025-07-30 18:26:05,9.5,2715.12,7940.33,38.1,17.72,20418.24,16609.24
2025-07-30 18:26:06,11.9,2716.09,7940.33,38.1,17.72,21240.63,17428.6
2025-07-30 18:26:07,6.7,2716.08,7940.33,38.1,17.72,21420.93,17552.96
2025-07-30 18:26:08,24.5,2720.23,7940.33,38.2,17.72,24588.59,20693.42
2025-07-30 18:26:09,13.2,2720.21,7940.33,38.2,17.72,24846.48,20921.93
2025-07-30 18:26:10,6.2,2718.83,7940.33,38.2,17.72,25030.12,21051.37
2025-07-30 18:26:11,12.4,2718.46,7940.33,38.1,17.72,25948.38,21941.99
2025-07-30 18:26:12,23.0,2718.21,7940.33,38.1,17.72,28435.75,24399.87
2025-07-30 18:26:13,6.4,2717.61,7940.33,38.1,17.72,28556.52,24492.02
2025-07-30 18:26:14,17.3,2717.85,7940.33,38.1,17.72,30455.89,26358.35
2025-07-30 18:26:15,6.4,2718.32,7940.33,38.1,17.72,30583.71,26459.08
2025-07-30 18:26:16,11.9,2718.56,7940.33,38.2,17.72,31487.75,27339.57
2025-07-30 18:26:17,6.1,2718.55,7940.33,38.1,17.72,31583.44,27408.82
2025-07-30 18:26:18,5.9,2718.54,7940.33,38.1,17.72,31706.66,27491.57
2025-07-30 18:26:19,9.7,2727.11,7940.33,38.3,17.72,31737.8,27521.2
2025-07-30 18:26:20,4.4,2727.11,7940.33,38.3,17.72,31764.47,27547.75
2025-07-30 18:26:21,4.1,2727.35,7940.33,38.3,17.72,31857.06,27639.9
2025-07-30 18:26:22,4.3,2727.35,7940.33,38.3,17.72,31882.51,27664.05
2025-07-30 18:26:23,10.5,2727.82,7940.33,38.3,17.72,31930.18,27730.7
