Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-30 18:40:27,62.1,2849.71,7940.33,39.8,17.72,856.42,575.19
2025-07-30 18:40:28,46.8,2889.17,7940.33,40.3,17.72,2680.46,1839.64
2025-07-30 18:40:29,57.8,2885.11,7940.33,40.2,17.72,8576.72,5934.44
2025-07-30 18:40:30,29.0,2889.9,7940.33,40.3,17.72,9797.56,6708.67
2025-07-30 18:40:31,33.0,2890.38,7940.33,40.3,17.72,11737.62,7997.54
2025-07-30 18:40:32,23.6,2890.77,7940.33,40.3,17.72,12856.25,8753.18
2025-07-30 18:40:33,25.8,2885.93,7940.33,40.3,17.72,13913.85,9521.51
2025-07-30 18:40:34,15.9,2876.15,7940.33,40.1,17.72,14286.21,9849.26
2025-07-30 18:40:35,55.6,2865.64,7940.33,40.0,17.72,23488.31,16866.57
2025-07-30 18:40:36,20.1,2856.72,7940.33,39.9,17.72,25631.75,18865.25
2025-07-30 18:40:37,6.7,2848.56,7940.33,39.8,17.72,25761.45,18962.71
2025-07-30 18:40:38,12.9,2835.89,7940.33,39.6,17.72,25877.06,19046.2
2025-07-30 18:40:39,19.2,2831.97,7940.33,39.6,17.72,28472.78,21578.11
2025-07-30 18:40:40,9.1,2827.58,7940.33,39.5,17.72,28600.75,21672.92
2025-07-30 18:40:41,10.8,2823.77,7940.33,39.5,17.72,29505.04,22545.37
2025-07-30 18:40:42,5.6,2819.58,7940.33,39.4,17.72,29610.71,22619.05
2025-07-30 18:40:43,18.8,2818.37,7940.33,39.4,17.72,31302.64,24247.86
2025-07-30 18:40:44,25.1,2805.97,7940.33,39.3,17.72,33116.89,26028.74
2025-07-30 18:40:45,6.4,2800.93,7940.33,39.2,17.72,33231.8,26111.61
2025-07-30 18:40:46,14.8,2804.64,7940.33,39.2,17.72,34208.57,26985.82
2025-07-30 18:40:47,28.3,2809.05,7940.33,39.3,17.72,36979.63,29643.96
2025-07-30 18:40:48,14.6,2809.77,7940.33,39.3,17.72,37410.68,29951.77
2025-07-30 18:40:49,10.3,2823.68,7940.33,39.5,17.72,37524.53,30034.0
2025-07-30 18:40:50,24.0,2817.23,7940.33,39.4,17.72,39455.31,31936.22
2025-07-30 18:40:51,11.2,2814.62,7940.33,39.4,17.72,40527.3,32900.21
2025-07-30 18:40:52,6.9,2812.59,7940.33,39.3,17.72,40732.51,33073.43
2025-07-30 18:40:53,6.9,2810.61,7940.33,39.3,17.72,40921.54,33219.16
2025-07-30 18:40:54,9.0,2808.88,7940.33,39.3,17.72,41048.55,33312.39
2025-07-30 18:40:55,6.7,2807.37,7940.33,39.3,17.72,41166.27,33398.09
2025-07-30 18:40:56,5.4,2806.04,7940.33,39.3,17.72,41275.17,33474.89
2025-07-30 18:40:57,8.3,2804.87,7940.33,39.2,17.72,41471.15,33606.58
