Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-30 18:24:15,62.6,2698.78,7940.33,37.9,17.72,830.67,591.98
2025-07-30 18:24:16,46.4,2707.18,7940.33,38.0,17.72,2975.35,2369.28
2025-07-30 18:24:17,24.0,2707.83,7940.33,38.0,17.72,3864.31,2975.36
2025-07-30 18:24:18,10.8,2709.67,7940.33,38.0,17.72,3979.77,3087.92
2025-07-30 18:24:19,21.8,2722.8,7940.33,38.2,17.72,4453.19,3521.35
2025-07-30 18:24:20,20.7,2720.73,7940.33,38.2,17.72,5197.79,4116.34
2025-07-30 18:24:21,14.2,2718.96,7940.33,38.2,17.72,5693.5,4551.28
2025-07-30 18:24:22,19.2,2717.62,7940.33,38.1,17.72,6556.42,5312.35
2025-07-30 18:24:23,24.0,2715.45,7940.33,38.1,17.72,7888.05,6524.02
2025-07-30 18:24:24,9.3,2714.25,7940.33,38.1,17.72,8136.5,6703.12
2025-07-30 18:24:25,4.6,2713.91,7940.33,38.1,17.72,8234.04,6774.35
2025-07-30 18:24:26,6.2,2706.59,7940.33,38.0,17.72,8563.11,6813.21
2025-07-30 18:24:27,5.1,2706.59,7940.33,38.0,17.72,8587.08,6837.05
2025-07-30 18:24:28,6.2,2706.59,7940.33,38.0,17.72,8615.89,6865.63
2025-07-30 18:24:29,10.3,2706.81,7940.33,38.0,17.72,9450.06,7699.87
2025-07-30 18:24:30,22.3,2711.24,7940.33,38.1,17.72,11878.54,10128.12
2025-07-30 18:24:31,17.7,2719.43,7940.33,38.2,17.72,13498.59,11749.34
2025-07-30 18:24:32,3.1,2719.62,7940.33,38.2,17.72,13519.58,11770.19
2025-07-30 18:24:33,24.4,2712.12,7940.33,38.1,17.72,15921.44,14170.89
2025-07-30 18:24:34,4.6,2712.36,7940.33,38.1,17.72,15988.97,14238.06
2025-07-30 18:24:35,19.6,2711.52,7940.33,38.1,17.72,16831.52,15080.31
2025-07-30 18:24:36,7.7,2711.41,7940.33,38.1,17.72,16859.35,15108.02
2025-07-30 18:24:37,8.2,2711.41,7940.33,38.1,17.72,16905.76,15155.55
2025-07-30 18:24:38,28.5,2711.41,7940.33,38.1,17.72,20141.77,18393.9
2025-07-30 18:24:39,5.6,2711.41,7940.33,38.1,17.72,20188.62,18440.77
2025-07-30 18:24:40,6.1,2711.4,7940.33,38.1,17.72,20238.57,18491.82
2025-07-30 18:24:41,15.4,2712.14,7940.33,38.1,17.72,21869.39,20122.67
2025-07-30 18:24:42,18.9,2716.52,7940.33,38.1,17.72,23499.0,21752.63
2025-07-30 18:24:43,5.1,2716.51,7940.33,38.1,17.72,23537.92,21791.22
2025-07-30 18:24:44,18.0,2722.38,7940.33,38.2,17.72,25386.94,23638.37
2025-07-30 18:24:45,4.9,2717.35,7940.33,38.1,17.72,25420.75,23672.53
