Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-30 18:50:16,51.6,2839.1,7940.33,39.7,17.72,2235.23,2136.0
2025-07-30 18:50:17,56.0,2862.29,7940.33,40.0,17.72,6496.25,5540.66
2025-07-30 18:50:18,60.5,2870.94,7940.33,40.1,17.72,12976.94,9796.36
2025-07-30 18:50:19,38.0,2856.46,7940.33,39.9,17.72,14745.9,10958.7
2025-07-30 18:50:20,46.2,2847.18,7940.33,39.8,17.72,19535.2,14935.71
2025-07-30 18:50:21,31.4,2847.53,7940.33,39.8,17.72,21757.29,16725.19
2025-07-30 18:50:22,28.6,2847.45,7940.33,39.8,17.72,23158.01,17653.88
2025-07-30 18:50:23,41.9,2839.24,7940.33,39.7,17.72,27678.63,21219.32
2025-07-30 18:50:24,46.8,2839.33,7940.33,39.7,17.72,32517.51,24598.2
2025-07-30 18:50:25,33.6,2841.32,7940.33,39.7,17.72,34671.18,25938.79
2025-07-30 18:50:26,47.1,2838.84,7940.33,39.7,17.72,40311.01,29530.3
2025-07-30 18:50:27,30.7,2838.14,7940.33,39.7,17.72,42347.85,30804.3
2025-07-30 18:50:28,33.2,2837.27,7940.33,39.7,17.72,44882.15,32320.48
2025-07-30 18:50:29,15.8,2835.35,7940.33,39.7,17.72,45607.87,32783.02
2025-07-30 18:50:30,7.3,2833.52,7940.33,39.6,17.72,45741.25,32884.19
2025-07-30 18:50:31,8.7,2831.91,7940.33,39.6,17.72,45881.04,32994.68
2025-07-30 18:50:32,11.3,2823.11,7940.33,39.5,17.72,46771.78,33854.38
2025-07-30 18:50:33,10.4,2822.68,7940.33,39.5,17.72,46969.84,33992.29
2025-07-30 18:50:34,12.9,2822.91,7940.33,39.5,17.72,47373.23,34250.65
2025-07-30 18:50:35,13.5,2818.62,7940.33,39.5,17.72,47675.08,34451.2
2025-07-30 18:50:36,9.3,2815.51,7940.33,39.4,17.72,47888.64,34596.94
2025-07-30 18:50:37,6.4,2816.23,7940.33,39.4,17.72,48081.38,34726.45
2025-07-30 18:50:38,26.3,2817.86,7940.33,39.5,17.72,50509.28,37122.2
2025-07-30 18:50:39,22.6,2817.16,7940.33,39.4,17.72,52983.81,39563.28
2025-07-30 18:50:40,8.4,2817.39,7940.33,39.4,17.72,53298.06,39813.6
2025-07-30 18:50:41,7.2,2817.38,7940.33,39.4,17.72,53415.23,39899.1
2025-07-30 18:50:42,23.9,2828.93,7940.33,39.6,17.72,55916.27,42367.48
2025-07-30 18:50:43,7.3,2829.41,7940.33,39.6,17.72,56117.74,42505.43
2025-07-30 18:50:44,11.1,2835.03,7940.33,39.7,17.72,57020.42,43375.36
2025-07-30 18:50:45,5.9,2831.71,7940.33,39.6,17.72,57144.56,43467.41
2025-07-30 18:50:46,18.6,2831.39,7940.33,39.6,17.72,58794.71,45053.88
