Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-31 09:00:46,49.9,2855.37,7940.33,39.9,17.73,956.06,667.12
2025-07-31 09:00:47,50.1,2883.41,7940.33,40.2,17.73,3181.18,2222.45
2025-07-31 09:00:48,53.7,2875.68,7940.33,40.1,17.73,7768.1,5332.47
2025-07-31 09:00:49,34.1,2878.71,7940.33,40.2,17.73,8845.28,6058.23
2025-07-31 09:00:50,32.8,2870.67,7940.33,40.1,17.73,10242.17,7032.87
2025-07-31 09:00:51,29.8,2865.56,7940.33,40.0,17.73,11565.13,7940.53
2025-07-31 09:00:52,30.0,2860.32,7940.33,39.9,17.73,13441.27,9520.61
2025-07-31 09:00:53,32.4,2855.61,7940.33,39.9,17.73,15557.79,11386.66
2025-07-31 09:00:54,30.2,2843.13,7940.33,39.7,17.73,17929.38,12991.83
2025-07-31 09:00:55,36.6,2840.71,7940.33,39.7,17.73,21322.97,15291.41
2025-07-31 09:00:56,14.8,2834.08,7940.33,39.6,17.73,23530.44,16444.75
2025-07-31 09:00:57,14.8,2830.95,7940.33,39.6,17.73,24982.67,17864.97
2025-07-31 09:00:58,7.3,2828.21,7940.33,39.5,17.73,25188.51,18007.43
2025-07-31 09:00:59,16.4,2825.81,7940.33,39.5,17.73,26893.21,19679.16
2025-07-31 09:01:00,12.4,2820.32,7940.33,39.4,17.73,27020.36,19774.47
2025-07-31 09:01:01,6.2,2819.89,7940.33,39.4,17.73,27204.85,19895.3
2025-07-31 09:01:02,7.0,2817.0,7940.33,39.4,17.73,27329.05,19987.03
2025-07-31 09:01:03,5.4,2815.77,7940.33,39.4,17.73,27436.01,20061.91
2025-07-31 09:01:04,22.5,2802.04,7940.33,39.2,17.73,29874.76,22437.45
2025-07-31 09:01:05,17.6,2803.88,7940.33,39.2,17.73,30939.68,23470.26
2025-07-31 09:01:06,11.9,2808.3,7940.33,39.3,17.73,31853.34,24351.85
2025-07-31 09:01:07,22.5,2810.94,7940.33,39.3,17.73,33544.69,25980.14
2025-07-31 09:01:08,8.1,2810.93,7940.33,39.3,17.73,33759.07,26161.84
2025-07-31 09:01:09,12.8,2812.12,7940.33,39.3,17.73,34736.42,27106.3
2025-07-31 09:01:10,24.5,2812.1,7940.33,39.3,17.73,37325.84,29632.68
2025-07-31 09:01:11,4.9,2812.09,7940.33,39.3,17.73,37455.73,29725.19
2025-07-31 09:01:12,6.7,2812.08,7940.33,39.3,17.73,37580.17,29817.42
2025-07-31 09:01:13,12.4,2810.57,7940.33,39.3,17.73,38547.62,30721.93
2025-07-31 09:01:14,14.6,2810.45,7940.33,39.3,17.73,39491.79,31633.67
2025-07-31 09:01:15,21.9,2803.45,7940.33,39.2,17.73,41193.94,33305.63
2025-07-31 09:01:16,7.4,2803.43,7940.33,39.2,17.73,41309.52,33389.2
