Time,CPU Usage (%),Memory Used (MB),Memory Total (MB),Memory (%),Disk Used (GB),Network Sent (KB),Network Received (KB)
2025-07-30 18:44:25,62.4,2841.25,7940.33,39.7,17.72,618.21,375.62
2025-07-30 18:44:26,49.1,2878.3,7940.33,40.2,17.72,2833.1,1930.93
2025-07-30 18:44:27,59.2,2873.86,7940.33,40.1,17.72,8491.9,5644.59
2025-07-30 18:44:28,48.3,2855.01,7940.33,39.9,17.72,11436.37,7608.46
2025-07-30 18:44:29,40.5,2856.38,7940.33,39.9,17.72,13722.16,9143.15
2025-07-30 18:44:30,39.5,2850.32,7940.33,39.8,17.72,16585.86,11263.27
2025-07-30 18:44:31,32.4,2844.48,7940.33,39.7,17.72,18206.05,12376.78
2025-07-30 18:44:32,32.8,2844.94,7940.33,39.7,17.72,20590.82,13914.84
2025-07-30 18:44:33,55.8,2841.22,7940.33,39.7,17.72,29578.04,19568.64
2025-07-30 18:44:34,37.4,2842.07,7940.33,39.7,17.72,31038.76,20591.31
2025-07-30 18:44:35,27.9,2843.49,7940.33,39.7,17.72,32780.93,21651.51
2025-07-30 18:44:36,25.5,2845.31,7940.33,39.7,17.72,34759.5,23104.7
2025-07-30 18:44:37,46.8,2816.79,7940.33,39.4,17.72,40859.68,27774.94
2025-07-30 18:44:38,17.9,2815.21,7940.33,39.4,17.72,42483.68,29396.99
2025-07-30 18:44:39,9.7,2815.4,7940.33,39.4,17.72,42680.96,29543.53
2025-07-30 18:44:40,21.9,2824.68,7940.33,39.5,17.72,45210.44,32040.7
2025-07-30 18:44:41,7.8,2825.39,7940.33,39.5,17.72,45410.67,32177.29
2025-07-30 18:44:42,11.9,2832.49,7940.33,39.6,17.72,46391.75,33095.6
2025-07-30 18:44:43,5.7,2832.96,7940.33,39.6,17.72,46508.98,33180.65
2025-07-30 18:44:44,6.2,2832.29,7940.33,39.6,17.72,46702.99,33309.92
2025-07-30 18:44:45,29.1,2847.98,7940.33,39.8,17.72,49812.37,36387.5
2025-07-30 18:44:46,8.8,2847.97,7940.33,39.8,17.72,50112.35,36655.41
2025-07-30 18:44:47,9.3,2848.17,7940.33,39.8,17.72,50315.12,36794.46
2025-07-30 18:44:48,15.7,2848.16,7940.33,39.8,17.72,51943.46,38391.03
2025-07-30 18:44:49,21.0,2855.64,7940.33,39.9,17.72,53744.52,40160.29
2025-07-30 18:44:50,7.7,2855.56,7940.33,39.9,17.72,53941.01,40292.74
2025-07-30 18:44:51,17.3,2855.98,7940.33,39.9,17.72,55862.93,42180.46
2025-07-30 18:44:52,5.6,2855.97,7940.33,39.9,17.72,56040.13,42325.69
2025-07-30 18:44:53,15.3,2856.4,7940.33,39.9,17.72,57039.68,43276.69
2025-07-30 18:44:54,7.7,2851.9,7940.33,39.8,17.72,57151.09,43354.48
2025-07-30 18:44:55,5.2,2851.89,7940.33,39.8,17.72,57271.88,43443.15
