Name,# requests_mean,# requests_std,# failures_mean,# failures_std,Median response time_mean,Median response time_std,Average response time_mean,Average response time_std,Min response time_mean,Min response time_std,Max response time_mean,Max response time_std,Average Content Size_mean,Average Content Size_std,Requests/s_mean,Requests/s_std
Total,11619.736842105263,962.6091766135336,7.368421052631579,5.035546161659014,56.578947368421055,7.143884637877228,101.89473684210526,18.51694340279886,9.263157894736842,0.9334586382051246,16512.105263157893,5770.092815493977,43856.15789473684,3801.081063521532,48.51578947368421,4.016368337177632
addtocart,1933.2631578947369,160.14016156176825,1.5789473684210527,1.804801911989365,90.52631578947368,13.500487320639092,146.47368421052633,34.82395156123413,38.36842105263158,10.646911530871236,11285.052631578947,5736.64821296358,23588.894736842107,5780.715669791307,8.072631578947368,0.6682468115670966
categorypage,1938.157894736842,160.3798488165915,1.5789473684210527,2.5014615610719404,49.31578947368421,6.549407365716785,92.36842105263158,14.716621465826355,20.57894736842105,2.5014615610719404,9800.052631578947,3832.270859623634,111159.36842105263,4895.9231703590385,8.091578947368422,0.6686990949090355
homepage,1938.2631578947369,160.7461221599877,2.736842105263158,3.6642735412077685,26.842105263157894,2.192491173040304,92.26315789473684,40.360654803166305,9.421052631578947,0.9612370197756295,13883.894736842105,6868.611778669826,8746.315789473685,16.289235135099307,8.091052631578947,0.6702395486925395
login,971.2631578947369,79.90052294729651,0.2631578947368421,0.45241392835886407,74.57894736842105,5.124188710568774,132.94736842105263,20.156260908243112,34.0,3.65148371670111,8375.578947368422,4099.339002486858,9077.526315789473,4.350841822153936,4.054736842105263,0.3327890292838633
loginpage,972.5263157894736,80.43380191951682,0.10526315789473684,0.45883146774112354,24.42105263157895,2.7348733359595814,47.473684210526315,7.662088640780742,9.789473684210526,1.228320776436091,2513.2631578947367,2700.656172161484,9651.947368421053,4.5883146774112555,4.059473684210526,0.33622865374970523
logout,964.578947368421,80.41235103409429,0.15789473684210525,0.3746343246326776,34.578947368421055,3.656285143780716,56.36842105263158,13.77683452722879,14.631578947368421,1.1160708020048364,7917.368421052632,5977.527909786847,8860.052631578947,3.274033940816018,4.027368421052631,0.33603640849803357
productpage,1936.157894736842,160.34624451060571,0.42105263157894735,0.837707816583391,72.0,10.898521816181209,119.36842105263158,23.35763145887059,28.105263157894736,7.225685179676007,7656.0526315789475,5015.507811596662,100958.78947368421,17119.220739595425,8.083684210526316,0.6687235812128771
profile,965.5263157894736,80.32390568542719,0.5263157894736842,0.7723284457212329,42.0,5.487359211051442,83.52631578947368,23.530992378970787,17.63157894736842,2.476792870624552,7479.9473684210525,5934.583636744913,9716.526315789473,30.458292833630146,4.031578947368421,0.33460197179957535
