"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1901,2,87,144,38,6018,26307,7.92
"GET","categorypage",1905,0,49,110,20,12660,112324,7.94
"GET","homepage",1907,9,26,76,10,7442,8719,7.95
"POST","login",955,0,73,137,34,5638,9080,3.98
"GET","loginpage",956,0,24,54,10,4697,9653,3.98
"GET","logout",949,1,34,60,15,13149,8854,3.96
"GET","productpage",1903,0,69,134,29,7838,109743,7.93
"GET","profile",950,2,42,72,14,1873,9734,3.96
"None","Total",11426,14,56,104,10,13149,45948,47.63
