"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1731,1,81,126,37,2654,26259,7.22
"GET","categorypage",1736,1,45,97,19,10429,112501,7.24
"GET","homepage",1741,9,25,248,9,38233,8713,7.26
"POST","login",871,0,72,122,33,3444,9080,3.63
"GET","loginpage",873,0,23,51,9,2014,9653,3.64
"GET","logout",866,0,33,54,14,10586,8860,3.61
"GET","productpage",1735,0,64,121,28,8989,109356,7.24
"GET","profile",866,1,38,76,16,8023,9718,3.61
"None","Total",10419,12,52,124,9,38233,45885,43.46
