"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1682,4,110,216,42,17034,10591,7.03
"GET","categorypage",1688,4,56,108,22,11499,113563,7.06
"GET","homepage",1685,0,29,106,8,12606,8758,7.05
"POST","login",845,1,78,164,34,16836,9073,3.53
"GET","loginpage",845,0,27,59,11,1495,9653,3.53
"GET","logout",839,0,39,72,14,10271,8859,3.51
"GET","productpage",1686,0,87,160,32,17321,63612,7.05
"GET","profile",841,0,48,108,19,12080,9654,3.52
"None","Total",10111,9,65,132,8,17321,35891,42.29
