"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1606,120,190,240,280,390,520,660,1300,14000
"GET categorypage",1610,67,87,100,110,170,220,400,1300,11000
"GET homepage",1607,33,42,56,66,85,100,190,520,18000
"POST login",807,88,100,120,130,180,260,370,4200,12000
"GET loginpage",808,31,39,47,59,83,110,600,1000,1100
"GET logout",799,44,57,72,84,100,120,190,220,9200
"GET productpage",1607,98,160,200,240,370,490,660,890,17000
"GET profile",800,57,78,92,100,160,210,700,1400,12000
"Total",9644,74,95,110,130,230,370,590,1100,18000
