"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1996,2,86,132,48,8078,25746,8.34
"GET","categorypage",1998,1,47,93,21,7820,112562,8.35
"GET","homepage",2002,1,26,77,10,10484,8755,8.37
"POST","login",1001,1,75,125,34,7929,9070,4.18
"GET","loginpage",1003,0,24,37,8,1194,9653,4.19
"GET","logout",996,1,33,77,14,11496,8855,4.16
"GET","productpage",1997,0,68,108,35,2368,107252,8.35
"GET","profile",996,0,39,65,19,1865,9734,4.16
"None","Total",11989,6,54,94,8,11496,45481,50.10
