"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2135,1,77,103,38,1712,26297,8.93
"GET","categorypage",2139,2,43,71,21,12351,112548,8.95
"GET","homepage",2144,10,25,74,9,15147,8718,8.97
"POST","login",1071,0,71,102,33,2791,9080,4.48
"GET","loginpage",1076,0,22,50,9,2390,9653,4.50
"GET","logout",1068,0,30,43,13,3454,8862,4.47
"GET","productpage",2136,0,61,91,29,2183,109562,8.94
"GET","profile",1068,1,37,87,16,14313,9733,4.47
"None","Total",12837,14,49,80,9,15147,45927,53.72
