"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2078,83,98,110,130,190,250,340,470,7100
"GET categorypage",2082,45,54,63,73,100,140,240,520,13000
"GET homepage",2083,25,30,34,38,59,80,99,190,7000
"POST login",1044,71,79,87,94,130,180,280,4000,12000
"GET loginpage",1044,23,27,31,35,61,85,150,670,4900
"GET logout",1036,32,39,45,52,81,99,110,160,290
"GET productpage",2080,65,77,91,100,160,210,380,560,4400
"GET profile",1038,38,46,55,68,92,120,200,360,7500
"Total",12485,52,67,78,85,110,180,280,470,13000
