"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2040,1,82,135,36,15932,25611,8.53
"GET","categorypage",2043,0,45,79,24,6115,111391,8.55
"GET","homepage",2042,1,25,83,10,12578,8754,8.54
"POST","login",1023,0,69,129,35,6338,9080,4.28
"GET","loginpage",1026,0,22,41,9,1257,9653,4.29
"GET","logout",1016,0,32,43,14,1563,8862,4.25
"GET","productpage",2041,0,66,106,31,1885,105943,8.54
"GET","profile",1019,0,38,60,17,1388,9715,4.26
"None","Total",12250,2,52,90,9,15932,45063,51.25
