"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2048,0,78,135,37,10422,25807,8.55
"GET","categorypage",2053,2,44,77,18,13868,111516,8.57
"GET","homepage",2049,2,25,67,8,7513,8750,8.56
"POST","login",1028,0,70,110,31,3096,9080,4.29
"GET","loginpage",1028,1,23,49,9,9724,9643,4.29
"GET","logout",1020,1,32,84,13,16475,8852,4.26
"GET","productpage",2052,1,63,102,28,2354,106811,8.57
"GET","profile",1020,0,37,62,15,2328,9709,4.26
"None","Total",12298,7,51,89,8,16475,45298,51.36
