"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1833,100,130,180,200,300,400,600,1400,13000
"GET categorypage",1835,54,67,82,94,160,240,560,1100,6900
"GET homepage",1830,29,36,43,50,79,98,140,220,7700
"POST login",919,80,92,100,110,150,190,290,2100,6100
"GET loginpage",920,27,33,40,47,85,100,190,400,2900
"GET logout",910,37,45,53,64,90,100,150,210,8800
"GET productpage",1835,80,110,140,180,270,370,520,800,4900
"GET profile",914,47,58,76,88,140,190,280,780,12000
"Total",10996,64,83,97,110,180,280,440,840,13000
