"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1796,98,130,190,210,320,480,670,1500,17000
"GET categorypage",1800,51,66,85,94,120,200,390,1500,7100
"GET homepage",1798,28,35,43,52,78,96,130,250,8400
"POST login",902,77,91,100,110,160,190,290,3400,6100
"GET loginpage",903,26,32,38,45,72,96,320,570,800
"GET logout",895,35,45,60,73,94,110,170,190,870
"GET productpage",1799,76,110,160,190,290,390,710,1200,10000
"GET profile",896,45,58,76,87,110,170,540,1000,9400
"Total",10789,60,79,94,110,190,290,500,850,17000
