"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1606,0,120,225,52,14007,10619,6.72
"GET","categorypage",1610,1,67,122,23,10659,110863,6.74
"GET","homepage",1607,1,33,116,11,18265,8753,6.72
"POST","login",807,1,88,176,44,12102,9068,3.38
"GET","loginpage",808,0,31,62,12,1122,9653,3.38
"GET","logout",799,0,44,69,16,9223,8861,3.34
"GET","productpage",1607,0,98,178,29,17181,60762,6.72
"GET","profile",800,0,57,131,21,12082,9680,3.35
"None","Total",9644,3,74,143,11,18265,34964,40.35
