"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2061,83,100,120,140,190,230,390,500,11000
"GET categorypage",2064,46,57,72,82,100,120,200,470,4000
"GET homepage",2063,26,31,36,41,62,77,92,120,7700
"POST login",1032,72,82,92,97,120,160,210,2900,13000
"GET loginpage",1033,23,28,32,36,57,78,120,540,1000
"GET logout",1027,33,40,47,52,78,94,110,120,170
"GET productpage",2063,66,84,100,110,170,210,380,700,2000
"GET profile",1028,40,49,65,74,93,110,190,1000,11000
"Total",12371,53,69,80,88,120,180,270,480,13000
