"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1876,0,95,142,36,9806,26186,7.85
"GET","categorypage",1877,3,52,106,21,8792,112596,7.85
"GET","homepage",1872,0,29,90,10,10289,8759,7.83
"POST","login",941,0,77,133,36,3991,9080,3.94
"GET","loginpage",941,0,26,47,9,1141,9653,3.94
"GET","logout",931,0,37,59,15,5928,8862,3.89
"GET","productpage",1876,2,75,139,30,18661,109136,7.85
"GET","profile",935,0,45,94,21,11248,9754,3.91
"None","Total",11249,5,60,107,9,18661,45924,47.05
