"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1876,95,120,160,190,270,310,470,600,9800
"GET categorypage",1877,52,68,84,93,120,190,300,1300,8800
"GET homepage",1872,29,35,42,51,74,89,120,180,10000
"POST login",941,77,90,100,110,160,200,270,3800,4000
"GET loginpage",941,26,31,36,42,70,92,340,860,1100
"GET logout",931,37,46,59,74,96,110,160,190,5900
"GET productpage",1876,75,99,120,160,220,290,420,860,19000
"GET profile",935,45,56,76,87,110,180,480,910,11000
"Total",11249,60,78,92,100,170,220,380,620,19000
