"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1668,0,120,216,54,15630,10622,6.96
"GET","categorypage",1671,0,64,111,33,6863,111374,6.97
"GET","homepage",1670,0,32,95,15,8350,8759,6.97
"POST","login",838,0,86,174,47,7752,9080,3.50
"GET","loginpage",838,1,31,56,16,1061,9641,3.50
"GET","logout",831,0,45,73,21,12862,8862,3.47
"GET","productpage",1670,0,99,178,46,12861,61139,6.97
"GET","profile",833,1,59,104,29,2982,9677,3.47
"None","Total",10019,2,73,134,15,15630,35100,41.79
