"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1916,96,110,140,170,210,290,420,670,18000
"GET categorypage",1922,52,63,77,86,120,180,280,1100,6000
"GET homepage",1917,27,33,38,43,75,91,110,160,16000
"POST login",961,77,88,98,110,150,180,250,2900,16000
"GET loginpage",962,24,29,34,39,70,95,160,510,4300
"GET logout",954,35,44,53,67,91,110,130,150,5700
"GET productpage",1921,77,95,110,130,190,280,510,760,6200
"GET profile",956,44,54,69,78,100,160,210,300,1700
"Total",11509,61,78,90,98,140,200,300,630,18000
