"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2049,4,84,150,27,15192,25662,8.54
"GET","categorypage",2056,4,46,76,21,4710,112326,8.57
"GET","homepage",2056,0,25,68,10,7836,8758,8.57
"POST","login",1032,0,71,119,34,5798,9080,4.30
"GET","loginpage",1033,0,23,46,10,4368,9653,4.31
"GET","logout",1023,0,33,41,15,197,8860,4.27
"GET","productpage",2055,1,67,103,32,4419,106969,8.57
"GET","profile",1023,1,40,61,12,1645,9690,4.27
"None","Total",12327,10,54,88,10,15192,45402,51.40
