"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2085,0,83,116,37,9645,25802,8.72
"GET","categorypage",2089,0,45,88,19,11843,111616,8.74
"GET","homepage",2088,2,25,69,9,13169,8751,8.74
"POST","login",1048,0,72,126,34,11210,9080,4.38
"GET","loginpage",1048,0,22,35,9,1233,9653,4.38
"GET","logout",1040,0,32,56,14,13921,8863,4.35
"GET","productpage",2088,1,66,100,31,2599,106381,8.74
"GET","profile",1040,0,39,58,17,1618,9712,4.35
"None","Total",12526,3,51,85,9,13921,45210,52.41
