"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1888,96,110,140,160,210,300,440,1100,16000
"GET categorypage",1890,51,63,76,88,120,190,280,930,8700
"GET homepage",1888,27,33,39,45,71,89,110,200,15000
"POST login",945,78,88,98,100,130,180,230,1200,13000
"GET loginpage",945,26,31,37,43,73,98,250,990,14000
"GET logout",941,36,43,52,60,85,100,120,150,15000
"GET productpage",1889,77,91,110,130,190,290,610,890,5400
"GET profile",942,43,54,68,79,100,140,210,610,16000
"Total",11328,61,78,89,98,140,200,350,830,16000
